SpireID,Dept,Number,Days,StartTime,EndTime,Associated,SectionNum,PrimaryClass,Instructor,CourseName,GenEd,MinCredit,MaxCredit
"32098","Communication Disorders","COMM-DIS  496","","1:00:00AM","1:00:00AM","","08","true","","Independent Study","","1.00","6.00"
"32099","Communication Disorders","COMM-DIS  496","","1:00:00AM","1:00:00AM","","09","true","","Independent Study","","1.00","6.00"
"32107","Communication Disorders","COMM-DIS  496","","1:00:00AM","1:00:00AM","","10","true","","Independent Study","","1.00","6.00"
"32113","Communication Disorders","COMM-DIS  496","","1:00:00AM","1:00:00AM","","11","true","","Independent Study","","1.00","6.00"
"32114","Communication Disorders","COMM-DIS  496","","1:00:00AM","1:00:00AM","","12","true","","Independent Study","","1.00","6.00"
"32054","Communication Disorders","COMM-DIS  496","","1:00:00AM","1:00:00AM","","13","true","","Independent Study","","1.00","6.00"
"32058","Communication Disorders","COMM-DIS  496","","1:00:00AM","1:00:00AM","","14","true","","Independent Study","","1.00","6.00"
"32104","Communication Disorders","COMM-DIS  496H","","1:00:00AM","1:00:00AM","","01","true","","Hnr Indstu In Comdis","","1.00","6.00"
"32075","Communication Disorders","COMM-DIS  496K","","1:00:00AM","1:00:00AM","","01","true","","IS-Clinical Observtn","","1.00","1.00"
"32076","Communication Disorders","COMM-DIS  498Y","","1:00:00AM","1:00:00AM","","01","true","","Practicum","","1.00","18.00"
"32077","Communication Disorders","COMM-DIS  499P","","1:00:00AM","1:00:00AM","","01","true","","Honors Project","","3.00","6.00"
"32078","Communication Disorders","COMM-DIS  499T","","1:00:00AM","1:00:00AM","","01","true","","Honors Thesis","","3.00","6.00"
"32079","Communication Disorders","COMM-DIS  499Y","","1:00:00AM","1:00:00AM","","01","true","","Honors Research","","3.00","6.00"
"32080","Communication Disorders","COMM-DIS  530","TUTH","2:30:00PM","3:45:00PM","","01","true","","Neuro. Bases Speech,Lang&Hear","","3.00","6.00"
"39596","Communication Disorders","COMM-DIS  580","TUTH","1:00:00PM","2:15:00PM","","01","true","","Cog Bse Lng Function","","3.00","6.00"
"32082","Communication Disorders","COMM-DIS  611","TH","4:00:00PM","6:30:00PM","","01","true","","Fluency Disorders","","3.00","6.00"
"32083","Communication Disorders","COMM-DIS  613","M","5:00:00PM","7:30:00PM","","01","true","","Lang Dsordr Adults I","","3.00","6.00"
"32117","Communication Disorders","COMM-DIS  615","TUTH","9:30:00AM","10:45:00AM","","01","true","","Eval Process/Speech-Lang Patho","","3.00","6.00"
"32106","Communication Disorders","COMM-DIS  630","TU","4:00:00PM","6:30:00PM","","01","true","","Research In Comdis","","3.00","6.00"
"32084","Communication Disorders","COMM-DIS  631","TUTH","11:15:00AM","12:30:00PM","","01","true","","Lang Disordr Chld I","","3.00","6.00"
"32085","Communication Disorders","COMM-DIS  640","TUTH","1:00:00PM","2:15:00PM","","01","true","","Adv Diagnostc Audiol","","3.00","3.00"
"32116","Communication Disorders","COMM-DIS  641","","1:00:00AM","1:00:00AM","","01","true","","Adv Hearing Rehab","","3.00","3.00"
"37918","Communication Disorders","COMM-DIS  646","TUTH","9:30:00AM","10:45:00AM","","01","true","","Assmnt & Mngmt of Balance Dis","","3.00","3.00"
"32105","Communication Disorders","COMM-DIS  691D","W","5:00:00PM","7:30:00PM","","01","true","","Dysphagia","","3.00","3.00"
"32112","Communication Disorders","COMM-DIS  691I","","1:00:00AM","1:00:00AM","","01","true","","S: Clinical Audiology I","","3.00","3.00"
"32086","Communication Disorders","COMM-DIS  696","","1:00:00AM","1:00:00AM","","01","true","","Independent Study","","3.00","3.00"
"32057","Communication Disorders","COMM-DIS  696","","1:00:00AM","1:00:00AM","","02","true","","Independent Study","","3.00","3.00"
"32089","Communication Disorders","COMM-DIS  699","","1:00:00AM","1:00:00AM","","01","true","","Masters Thesis","","3.00","3.00"
"32087","Communication Disorders","COMM-DIS  893","","1:00:00AM","1:00:00AM","","01","true","","Seminar","","3.00","3.00"
"32088","Communication Disorders","COMM-DIS  896","","1:00:00AM","1:00:00AM","","01","true","","Independent Study","","1.00","6.00"
"32110","Communication Disorders","COMM-DIS  896","","1:00:00AM","1:00:00AM","","02","true","","Independent Study","","1.00","6.00"
"32090","Communication Disorders","COMM-DIS  899","","1:00:00AM","1:00:00AM","","01","true","","Ph D Dissertation","","1.00","9.00"
"32140","Comparative Literature","COMP-LIT  121","MWF","9:05:00AM","9:55:00AM","","01","true","","International Short Story","","4.00","4.00"
"32169","Comparative Literature","COMP-LIT  121","MWF","9:05:00AM","9:55:00AM","","02","true","","International Short Story","","4.00","4.00"
"32170","Comparative Literature","COMP-LIT  121","MWF","1:25:00PM","2:15:00PM","","03","true","","International Short Story","","4.00","4.00"
"32203","Comparative Literature","COMP-LIT  121","MWF","10:10:00AM","11:00:00AM","","06","true","","International Short Story","","4.00","4.00"
"32168","Comparative Literature","COMP-LIT  122","MW","2:30:00PM","3:20:00PM","","A","true","","Spiritual Autobiogrp","","4.00","4.00"
"32171","Comparative Literature","COMP-LIT  122","F","9:05:00AM","9:55:00AM","","D01","false","","Spiritual Autobiogrp","","4.00","4.00"
"32172","Comparative Literature","COMP-LIT  122","F","10:10:00AM","11:00:00AM","","D02","false","","Spiritual Autobiogrp","","4.00","4.00"
"32173","Comparative Literature","COMP-LIT  122","F","9:05:00AM","9:55:00AM","","D03","false","","Spiritual Autobiogrp","","4.00","4.00"
"32174","Comparative Literature","COMP-LIT  122","F","12:20:00PM","1:10:00PM","","D04","false","","Spiritual Autobiogrp","","4.00","4.00"
"32188","Comparative Literature","COMP-LIT  122","F","11:15:00AM","12:05:00PM","","D05","false","","Spiritual Autobiogrp","","4.00","4.00"
"32141","Comparative Literature","COMP-LIT  131","TUTH","1:00:00PM","1:50:00PM","","A","true","","Brave New World","","4.00","4.00"
"32167","Comparative Literature","COMP-LIT  131","F","10:10:00AM","11:00:00AM","","D01","false","","Brave New World","","4.00","4.00"
"32164","Comparative Literature","COMP-LIT  131","F","11:15:00AM","12:05:00PM","","D02","false","","Brave New World","","4.00","4.00"
"32165","Comparative Literature","COMP-LIT  131","F","10:10:00AM","11:00:00AM","","D03","false","","Brave New World","","4.00","4.00"
"32166","Comparative Literature","COMP-LIT  131","F","12:20:00PM","1:10:00PM","","D04","false","","Brave New World","","4.00","4.00"
"32186","Comparative Literature","COMP-LIT  131","F","12:20:00PM","1:10:00PM","","D05","false","","Brave New World","","4.00","4.00"
"32187","Comparative Literature","COMP-LIT  131","F","11:15:00AM","12:05:00PM","","D06","false","","Brave New World","","4.00","4.00"
"32189","Comparative Literature","COMP-LIT  131","F","11:15:00AM","12:05:00PM","","D07","false","","Brave New World","","4.00","4.00"
"32142","Comparative Literature","COMP-LIT  141","MWF","10:10:00AM","11:00:00AM","","01","true","","Good&Evil:East-West","","3.00","3.00"
"32143","Comparative Literature","COMP-LIT  141","MWF","9:05:00AM","9:55:00AM","","02","true","","Good&Evil:East-West","","3.00","3.00"
"32144","Comparative Literature","COMP-LIT  141","MWF","12:20:00PM","1:10:00PM","","03","true","","Good&Evil:East-West","","3.00","3.00"
"32145","Comparative Literature","COMP-LIT  141","MWF","11:15:00AM","12:05:00PM","","04","true","","Good&Evil:East-West","","3.00","3.00"
"32181","Comparative Literature","COMP-LIT  141","MWF","1:25:00PM","2:15:00PM","","05","true","","Good&Evil:East-West","","3.00","3.00"
"32146","Comparative Literature","COMP-LIT  196","","1:00:00AM","1:00:00AM","","01","true","","Independent Study","","1.00","6.00"
"32160","Comparative Literature","COMP-LIT  196H","","1:00:00AM","1:00:00AM","","01","true","","Hnr Indstu In Comlit","","1.00","6.00"
"38161","Comparative Literature","COMP-LIT  236","MWF","10:10:00AM","11:00:00AM","","01","true","","Digital Culture","","3.00","3.00"
"32135","Comparative Literature","COMP-LIT  290H","TUTH","4:00:00PM","5:15:00PM","","01","true","","Modern Arabic Literature","","4.00","4.00"
"32147","Comparative Literature","COMP-LIT  296","","1:00:00AM","1:00:00AM","","01","true","","Independent Study","","1.00","6.00"
"32161","Comparative Literature","COMP-LIT  296H","","1:00:00AM","1:00:00AM","","01","true","","Hnr Indstu In Comlit","","1.00","6.00"
"32190","Comparative Literature","COMP-LIT  319","TU","2:30:00PM","3:45:00PM","","01","true","","Representing the Holocaust","","4.00","4.00"
"32191","Comparative Literature","COMP-LIT  319","TH","1:00:00PM","2:15:00PM","","D01","false","","Representing the Holocaust","","4.00","4.00"
"32192","Comparative Literature","COMP-LIT  319","TH","2:30:00PM","3:45:00PM","","D02","false","","Representing the Holocaust","","4.00","4.00"
"32193","Comparative Literature","COMP-LIT  319","TH","1:00:00PM","2:15:00PM","","D03","false","","Representing the Holocaust","","4.00","4.00"
"32194","Comparative Literature","COMP-LIT  319","TH","11:15:00AM","12:30:00PM","","D04","false","","Representing the Holocaust","","4.00","4.00"
"32195","Comparative Literature","COMP-LIT  319","TH","9:30:00AM","10:45:00AM","","D05","false","","Representing the Holocaust","","4.00","4.00"
"39654","Comparative Literature","COMP-LIT  319","TH","11:15:00AM","12:30:00PM","","D06","false","","Representing the Holocaust","","4.00","4.00"
"39655","Comparative Literature","COMP-LIT  319","TH","9:30:00AM","10:45:00AM","","D07","false","","Representing the Holocaust","","4.00","4.00"
"32182","Comparative Literature","COMP-LIT  335","MW","10:10:00AM","11:00:00AM","","01","true","","Comic Art in North America","","4.00","4.00"
"39496","Comparative Literature","COMP-LIT  335","W","3:35:00PM","4:25:00PM","","D01","false","","Comic Art in North America","","4.00","4.00"
"39497","Comparative Literature","COMP-LIT  335","F","8:00:00AM","8:50:00AM","","D02","false","","Comic Art in North America","","4.00","4.00"
"39498","Comparative Literature","COMP-LIT  335","F","9:05:00AM","9:55:00AM","","D03","false","","Comic Art in North America","","4.00","4.00"
"39499","Comparative Literature","COMP-LIT  335","F","10:10:00AM","11:00:00AM","","D04","false","","Comic Art in North America","","4.00","4.00"
"39500","Comparative Literature","COMP-LIT  335","F","11:15:00AM","12:05:00PM","","D05","false","","Comic Art in North America","","4.00","4.00"
"39501","Comparative Literature","COMP-LIT  335","F","12:20:00PM","1:10:00PM","","D06","false","","Comic Art in North America","","4.00","4.00"
"39502","Comparative Literature","COMP-LIT  335","F","1:25:00PM","2:15:00PM","","D07","false","","Comic Art in North America","","4.00","4.00"
"39503","Comparative Literature","COMP-LIT  350","M","3:35:00PM","6:05:00PM","","01","true","","French Film","","4.00","4.00"
"39504","Comparative Literature","COMP-LIT  350","TU","9:30:00AM","10:45:00AM","","D01","false","","French Film","","4.00","4.00"
"39506","Comparative Literature","COMP-LIT  350","TU","11:15:00AM","12:30:00PM","","D02","false","","French Film","","4.00","4.00"
"39507","Comparative Literature","COMP-LIT  350","TU","1:00:00PM","2:15:00PM","","D03","false","","French Film","","4.00","4.00"
"39508","Comparative Literature","COMP-LIT  350","TU","2:30:00PM","3:45:00PM","","D04","false","","French Film","","4.00","4.00"
"32119","Comparative Literature","COMP-LIT  355","TUTH","11:15:00AM","12:30:00PM","","01","true","","Modern African Literature","","4.00","4.00"
"32120","Comparative Literature","COMP-LIT  381","M","3:35:00PM","7:00:00PM","","01","true","","Self-Reflectve Avant-Garde Flm","","4.00","4.00"
"32121","Comparative Literature","COMP-LIT  381","TU","2:30:00PM","3:45:00PM","","D01","false","","Self-Reflectve Avant-Garde Flm","","4.00","4.00"
"32122","Comparative Literature","COMP-LIT  381","TU","4:00:00PM","5:15:00PM","","D02","false","","Self-Reflectve Avant-Garde Flm","","4.00","4.00"
"32123","Comparative Literature","COMP-LIT  381","TH","2:30:00PM","3:45:00PM","","D03","false","","Self-Reflectve Avant-Garde Flm","","4.00","4.00"
"32124","Comparative Literature","COMP-LIT  381","TU","7:00:00PM","8:15:00PM","","D04","false","","Self-Reflectve Avant-Garde Flm","","4.00","4.00"
"32175","Comparative Literature","COMP-LIT  387H","MWF","11:15:00AM","12:05:00PM","","01","true","","Myths of the Feminine","","4.00","4.00"
"32180","Comparative Literature","COMP-LIT  387H","W","12:20:00PM","1:10:00PM","","D01","false","","Myths of the Feminine","","4.00","4.00"
"38170","Comparative Literature","COMP-LIT  391B","TU","4:00:00PM","7:00:00PM","","01","true","","S-DystopianFuture/Film&Fiction","","3.00","3.00"
"38171","Comparative Literature","COMP-LIT  391B","TH","4:00:00PM","5:15:00PM","","D01","false","","S-DystopianFuture/Film&Fiction","","3.00","3.00"
"32126","Comparative Literature","COMP-LIT  391D","TUTH","2:30:00PM","3:45:00PM","","01","true","","S- War Stories","","3.00","3.00"
"39717","Comparative Literature","COMP-LIT  391PR","MWF","11:15:00AM","12:05:00PM","","01","true","","S-The Proverb","","3.00","3.00"
"39514","Comparative Literature","COMP-LIT  394HI","TUTH","9:30:00AM","10:45:00AM","","01","true","","History Of Literary Criticsm","","4.00","4.00"
"32148","Comparative Literature","COMP-LIT  396","","1:00:00AM","1:00:00AM","","01","true","","Independent Study","","1.00","6.00"
"32162","Comparative Literature","COMP-LIT  396H","","1:00:00AM","1:00:00AM","","01","true","","Hnr Indstu In Comlit","","1.00","6.00"
"32149","Comparative Literature","COMP-LIT  397B","TUTH","1:00:00PM","2:15:00PM","","01","true","","ST-Junior Yr Writing","","3.00","3.00"
"34210","Comparative Literature","COMP-LIT  481","TUTH","2:30:00PM","3:45:00PM","","01","true","","Intro/InterpretResrch&Practice","","3.00","3.00"
"32150","Comparative Literature","COMP-LIT  496","","1:00:00AM","1:00:00AM","","01","true","","Independent Study","","1.00","6.00"
"32163","Comparative Literature","COMP-LIT  496H","","1:00:00AM","1:00:00AM","","01","true","","Hnr Indstu In Comlit","","1.00","6.00"
"32151","Comparative Literature","COMP-LIT  498Y","","1:00:00AM","1:00:00AM","","01","true","","Practicum","","1.00","18.00"
"32152","Comparative Literature","COMP-LIT  499P","","1:00:00AM","1:00:00AM","","01","true","","Honors Project","","3.00","6.00"
"32153","Comparative Literature","COMP-LIT  499T","","1:00:00AM","1:00:00AM","","01","true","","Honors Thesis","","3.00","6.00"
"32159","Comparative Literature","COMP-LIT  499Y","","1:00:00AM","1:00:00AM","","01","true","","Honors Research","","3.00","6.00"
"32185","Comparative Literature","COMP-LIT  551","M","4:00:00PM","6:30:00PM","","01","true","","Translation and Technology","","3.00","3.00"
"32154","Comparative Literature","COMP-LIT  596","","1:00:00AM","1:00:00AM","","01","true","","Independent Study","","1.00","6.00"
"39564","Comparative Literature","COMP-LIT  691RT","W","3:35:00PM","6:05:00PM","","01","true","","S-ImmigrantTales&TrialsofMigr","","3.00","3.00"
"39703","Comparative Literature","COMP-LIT  693A","TH","4:00:00PM","6:30:00PM","","01","true","","S-Word, Image and Book","","3.00","3.00"
"32129","Comparative Literature","COMP-LIT  695A","W","3:35:00PM","7:30:00PM","","01","true","","Sem-Int Film Noir","","3.00","3.00"
"32155","Comparative Literature","COMP-LIT  696","F","2:30:00PM","3:30:00PM","","01","true","","Independent Study","","3.00","3.00"
"32139","Comparative Literature","COMP-LIT  696","","1:00:00AM","1:00:00AM","","02","true","","Independent Study","","1.00","6.00"
"32156","Comparative Literature","COMP-LIT  699","","1:00:00AM","1:00:00AM","","01","true","","Masters Thesis","","1.00","9.00"
"39516","Comparative Literature","COMP-LIT  751","TH","1:00:00PM","3:30:00PM","","01","true","","Theory & Practice of Translatn","","3.00","3.00"
"32138","Comparative Literature","COMP-LIT  796","","1:00:00AM","1:00:00AM","","01","true","","Independent Study","","3.00","3.00"
"32157","Comparative Literature","COMP-LIT  896","","1:00:00AM","1:00:00AM","","01","true","","Independent Study","","1.00","6.00"
"32158","Comparative Literature","COMP-LIT  899","","1:00:00AM","1:00:00AM","","01","true","","Ph D Dissertation","","1.00","9.00"
"38320","Computer Science","CMPSCI     H320","TU","4:00:00PM","5:00:00PM","","01","true","","Honors Colloq CMPSCI 320","","1.00","1.00"
"31783","Computer Science","CMPSCI     H391IB","","1:00:00AM","1:00:00AM","","01","true","","Honors Colloq CMPSCI 391IB","","1.00","1.00"
"31735","Computer Science","CMPSCI  105","TUTH","4:00:00PM","5:15:00PM","","01","true","","Computer Literacy","","3.00","3.00"
"31736","Computer Science","CMPSCI  105","TUTH","","","","02","true","","Computer Literacy","","3.00","3.00"
"31770","Computer Science","CMPSCI  120","MWF","11:15:00AM","12:05:00PM","","01","true","","Problem Solving w/Internet","","3.00","3.00"
"31737","Computer Science","CMPSCI  121","TUTH","2:30:00PM","3:20:00PM","","01","true","","Intro Problem Solving W/Comp","","4.00","4.00"
"31784","Computer Science","CMPSCI  121","M","","","","D01","false","","Intro Problem Solving W/Comp","","4.00","4.00"
"31785","Computer Science","CMPSCI  121","M","2:30:00PM","3:20:00PM","","D02","false","","Intro Problem Solving W/Comp","","4.00","4.00"
"31786","Computer Science","CMPSCI  121","M","1:25:00PM","2:15:00PM","","D03","false","","Intro Problem Solving W/Comp","","4.00","4.00"
"31787","Computer Science","CMPSCI  121","M","1:25:00PM","2:15:00PM","","D04","false","","Intro Problem Solving W/Comp","","4.00","4.00"
"31788","Computer Science","CMPSCI  121","M","12:20:00PM","1:10:00PM","","D05","false","","Intro Problem Solving W/Comp","","4.00","4.00"
"31738","Computer Science","CMPSCI  187","TUTH","2:30:00PM","3:45:00PM","","01","true","","Programming w/Data Structures","","4.00","4.00"
"31739","Computer Science","CMPSCI  187","M","10:10:00AM","11:00:00AM","","D01","false","","Programming w/Data Structures","","4.00","4.00"
"31781","Computer Science","CMPSCI  187","M","10:10:00AM","11:00:00AM","","D02","false","","Programming w/Data Structures","","4.00","4.00"
"31723","Computer Science","CMPSCI  187","M","11:15:00AM","12:05:00PM","","D03","false","","Programming w/Data Structures","","4.00","4.00"
"31727","Computer Science","CMPSCI  187","M","11:15:00AM","12:05:00PM","","D04","false","","Programming w/Data Structures","","4.00","4.00"
"39544","Computer Science","CMPSCI  187","M","1:25:00PM","2:15:00PM","","D05","false","","Programming w/Data Structures","","4.00","4.00"
"39545","Computer Science","CMPSCI  187","M","1:25:00PM","2:15:00PM","","D06","false","","Programming w/Data Structures","","4.00","4.00"
"39546","Computer Science","CMPSCI  187","M","2:30:00PM","3:20:00PM","","D07","false","","Programming w/Data Structures","","4.00","4.00"
"39547","Computer Science","CMPSCI  187","M","2:30:00PM","3:20:00PM","","D08","false","","Programming w/Data Structures","","4.00","4.00"
"39550","Computer Science","CMPSCI  190DM","MWF","10:10:00AM","11:00:00AM","","01","true","","Mathmtcl Fndtn for Informatics","","3.00","3.00"
"31740","Computer Science","CMPSCI  191A","M","4:00:00PM","5:00:00PM","","01","true","","S-CMPSCI Major RAP Seminar","","1.00","1.00"
"31771","Computer Science","CMPSCI  191P","MWF","1:00:00PM","2:15:00PM","","01","true","","S-Intro to PGMG","","3.00","3.00"
"38321","Computer Science","CMPSCI  191P","TU","","","","L01","false","","S-Intro to PGMG","","3.00","3.00"
"38322","Computer Science","CMPSCI  191P","TH","1:00:00PM","2:15:00PM","","L02","false","","S-Intro to PGMG","","3.00","3.00"
"31741","Computer Science","CMPSCI  196","","1:00:00AM","1:00:00AM","","01","true","","Independent Study","","1.00","6.00"
"31769","Computer Science","CMPSCI  196H","","1:00:00AM","1:00:00AM","","01","true","","Hnrs Indstu Cmpsci","","1.00","6.00"
"31797","Computer Science","CMPSCI  197C","W","3:35:00PM","5:00:00PM","","01","true","","ST-Programming in C","","1.00","1.00"
"38323","Computer Science","CMPSCI  197C","M","3:35:00PM","5:00:00PM","","02","true","","ST-Programming in C","","1.00","1.00"
"31776","Computer Science","CMPSCI  197U","TUTH","4:00:00PM","5:00:00PM","","01","true","","ST-A Hands-On Intro to UNIX","","1.00","1.00"
"31775","Computer Science","CMPSCI  220","TUTH","2:30:00PM","3:20:00PM","","01","true","","Programming Methodology","","4.00","4.00"
"31789","Computer Science","CMPSCI  220","F","11:15:00AM","12:05:00PM","","D01","false","","Programming Methodology","","4.00","4.00"
"31790","Computer Science","CMPSCI  220","F","12:20:00PM","1:10:00PM","","D02","false","","Programming Methodology","","4.00","4.00"
"31777","Computer Science","CMPSCI  230","MWF","12:20:00PM","1:10:00PM","","01","true","","Computer Systems Principles","","4.00","4.00"
"31799","Computer Science","CMPSCI  230","F","10:10:00AM","11:00:00AM","","D01","false","","Computer Systems Principles","","4.00","4.00"
"31703","Computer Science","CMPSCI  230","F","9:05:00AM","9:55:00AM","","D02","false","","Computer Systems Principles","","4.00","4.00"
"31772","Computer Science","CMPSCI  240","MWF","2:30:00PM","3:20:00PM","","01","true","","Reasoning Under Uncertainty","","4.00","4.00"
"31791","Computer Science","CMPSCI  240","F","1:25:00PM","2:15:00PM","","D01","false","","Reasoning Under Uncertainty","","4.00","4.00"
"31704","Computer Science","CMPSCI  240","F","10:10:00AM","11:00:00AM","","D02","false","","Reasoning Under Uncertainty","","4.00","4.00"
"38324","Computer Science","CMPSCI  240","F","12:20:00PM","1:10:00PM","","D03","false","","Reasoning Under Uncertainty","","4.00","4.00"
"31742","Computer Science","CMPSCI  250","MWF","2:30:00PM","3:20:00PM","","01","true","","Introduction To Computation","","4.00","4.00"
"31743","Computer Science","CMPSCI  250","W","11:15:00AM","12:05:00PM","","D01","false","","Introduction To Computation","","4.00","4.00"
"31782","Computer Science","CMPSCI  250","W","12:20:00PM","1:10:00PM","","D02","false","","Introduction To Computation","","4.00","4.00"
"31744","Computer Science","CMPSCI  296","","1:00:00AM","1:00:00AM","","01","true","","Independent Study","","1.00","6.00"
"31767","Computer Science","CMPSCI  296H","","1:00:00AM","1:00:00AM","","01","true","","Hnr Indstu In Cmpsci","","1.00","6.00"
"31745","Computer Science","CMPSCI  305","MWF","10:10:00AM","11:00:00AM","","01","true","","Social Issues in Computing","","3.00","3.00"
"31705","Computer Science","CMPSCI  305","MWF","9:05:00AM","9:55:00AM","","02","true","","Social Issues in Computing","","3.00","3.00"
"31746","Computer Science","CMPSCI  311","TUTH","11:15:00AM","12:30:00PM","","01","true","","Intro To Algorithms","","4.00","4.00"
"31747","Computer Science","CMPSCI  311","W","2:30:00PM","3:20:00PM","","D01","false","","Intro To Algorithms","","4.00","4.00"
"31748","Computer Science","CMPSCI  320","TUTH","1:00:00PM","2:15:00PM","","01","true","","Software Engineering","","4.00","4.00"
"31766","Computer Science","CMPSCI  320","W","12:20:00PM","1:10:00PM","","D01","false","","Software Engineering","","4.00","4.00"
"31721","Computer Science","CMPSCI  325","TUTH","4:00:00PM","5:15:00PM","","01","true","","Usability","","3.00","3.00"
"31719","Computer Science","CMPSCI  326","MWF","2:30:00PM","3:20:00PM","","01","true","","Web Programming","","3.00","3.00"
"31707","Computer Science","CMPSCI  377","MW","9:05:00AM","10:20:00AM","","01","true","","Operating Systems","","4.00","4.00"
"31708","Computer Science","CMPSCI  377","F","1:25:00PM","2:15:00PM","","D01","false","","Operating Systems","","4.00","4.00"
"31793","Computer Science","CMPSCI  383","TUTH","1:00:00PM","2:15:00PM","","01","true","","Artificial Intelligence","","3.00","3.00"
"38325","Computer Science","CMPSCI  390DB","MW","10:35:00AM","11:50:00AM","","01","true","","Pract & Appl of Data Managemnt","","3.00","3.00"
"31794","Computer Science","CMPSCI  391IB","MW","9:05:00AM","10:20:00AM","","01","true","","S-Inside the Box:How Cmps Work","","3.00","3.00"
"31749","Computer Science","CMPSCI  396","","1:00:00AM","1:00:00AM","","01","true","","Independent Study","","1.00","6.00"
"31768","Computer Science","CMPSCI  396H","","1:00:00AM","1:00:00AM","","01","true","","Hnrs Indstu Cmpsci","","1.00","6.00"
"31778","Computer Science","CMPSCI  410","MW","2:05:00PM","3:20:00PM","","01","true","","Compiler Techniques","","3.00","3.00"
"31709","Computer Science","CMPSCI  410","F","2:05:00PM","3:20:00PM","","D01","false","","Compiler Techniques","","3.00","3.00"
"31798","Computer Science","CMPSCI  453","TUTH","11:15:00AM","12:30:00PM","","01","true","","Computer Networks","","3.00","3.00"
"31774","Computer Science","CMPSCI  460","TUTH","9:30:00AM","10:45:00AM","","01","true","","Intro Computr & Ntwrk Security","","3.00","3.00"
"38326","Computer Science","CMPSCI  474","TUTH","2:30:00PM","3:45:00PM","","01","true","","Image Synthesis","","3.00","3.00"
"31751","Computer Science","CMPSCI  496","","1:00:00AM","1:00:00AM","","01","true","","Independent Study","","1.00","6.00"
"31765","Computer Science","CMPSCI  496H","","1:00:00AM","1:00:00AM","","01","true","","Hnr Indstu In Cmpsci","","1.00","6.00"
"31752","Computer Science","CMPSCI  498Y","","1:00:00AM","1:00:00AM","","01","true","","Practicum","","1.00","18.00"
"31753","Computer Science","CMPSCI  499P","","1:00:00AM","1:00:00AM","","01","true","","Honors Project","","3.00","6.00"
"31754","Computer Science","CMPSCI  499T","","1:00:00AM","1:00:00AM","","01","true","","Honors Thesis","","3.00","6.00"
"31755","Computer Science","CMPSCI  499Y","","1:00:00AM","1:00:00AM","","01","true","","Honors Research","","3.00","6.00"
"38327","Computer Science","CMPSCI  503","TUTH","1:00:00PM","2:15:00PM","","01","true","","Embedded Computing Systems","","3.00","3.00"
"38328","Computer Science","CMPSCI  513","TUTH","1:00:00PM","2:15:00PM","","01","true","","Logic in Computer Science","","3.00","3.00"
"31724","Computer Science","CMPSCI  521","MW","10:35:00AM","11:50:00AM","","01","true","","S/W Eng: Analysis & Evaluation","","3.00","3.00"
"31773","Computer Science","CMPSCI  529","TUTH","1:00:00PM","2:15:00PM","","01","true","","Software Engin Proj Management","","3.00","3.00"
"31792","Computer Science","CMPSCI  529","W","12:20:00PM","1:10:00PM","","D01","false","","Software Engin Proj Management","","3.00","3.00"
"38329","Computer Science","CMPSCI  529","TH","4:00:00PM","5:00:00PM","","S01","false","","Software Engin Proj Management","","3.00","3.00"
"31722","Computer Science","CMPSCI  585","TUTH","2:30:00PM","3:45:00PM","","01","true","","Intro Natural Language Procsng","","3.00","3.00"
"31756","Computer Science","CMPSCI  596","","1:00:00AM","1:00:00AM","","01","true","","Independent Study","","1.00","6.00"
"31779","Computer Science","CMPSCI  610","MW","2:05:00PM","3:20:00PM","","01","true","","Compiler Techniques","","3.00","3.00"
"31780","Computer Science","CMPSCI  610","F","2:05:00PM","3:20:00PM","","D01","false","","Compiler Techniques","","3.00","3.00"
"31757","Computer Science","CMPSCI  611","TUTH","9:30:00AM","10:45:00AM","","01","true","","Advanced Algorithms","","3.00","3.00"
"31725","Computer Science","CMPSCI  621","MW","10:35:00AM","11:50:00AM","","01","true","","Adv S/W Eng: Analysis and Eval","","3.00","3.00"
"31796","Computer Science","CMPSCI  630","TUTH","9:30:00AM","10:45:00AM","","01","true","","Systems","","3.00","3.00"
"38330","Computer Science","CMPSCI  653","MW","9:05:00AM","10:20:00AM","","01","true","","Computer Networking","","3.00","3.00"
"38332","Computer Science","CMPSCI  670","MW","10:35:00AM","11:50:00AM","","01","true","","Computer Vision","","3.00","3.00"
"31758","Computer Science","CMPSCI  683","TUTH","11:15:00AM","12:30:00PM","","01","true","","Artificial Intelligence","","3.00","3.00"
"31764","Computer Science","CMPSCI  689","MW","2:05:00PM","3:20:00PM","","01","true","","Machine Learning","","3.00","3.00"
"38333","Computer Science","CMPSCI  691F","MWF","11:15:00AM","12:05:00PM","","01","true","","S-Pgmg Langs","","3.00","3.00"
"31759","Computer Science","CMPSCI  691O","TU","1:00:00PM","2:15:00PM","","01","true","","S-Tools/Exlpanatory&TutorSystm","","3.00","3.00"
"31760","Computer Science","CMPSCI  696","","1:00:00AM","1:00:00AM","","01","true","","Independent Study","","3.00","3.00"
"31795","Computer Science","CMPSCI  701","","1:00:00AM","1:00:00AM","","01","true","","Advanced Topics Computer Sci","","3.00","3.00"
"38334","Computer Science","CMPSCI  745","TUTH","11:15:00AM","12:30:00PM","","01","true","","Adv Topics In Database Systems","","3.00","3.00"
"31761","Computer Science","CMPSCI  796","","1:00:00AM","1:00:00AM","","01","true","","Independent Study","","1.00","6.00"
